Anchor-MPJPE_mm,Anchor-root_mm,Camera-rotation_deg,Camera-translation_m,Completion,Coverage,Orientation_deg,PA-MPJPE_mm,Seam-orientation_deg,Seam-root_mm,angle_stratum,case_id,dataset,evaluation_status,failure_reason,line,native_track_count,protocol,raw_status,subject,wall_time_seconds
451.89882888311286,432.97363344873565,135.40037546302085,9.107872975242936,1.0,0.9666666666666667,73.28745192725654,67.7518708434474,,,,aist__gLH_sBM_cAll_d18_mLH5_ch02__cs150,AIST++,ok,,65,2,CS150,success,,460.37882924079895
557.1096613774632,504.7365310172681,90.55198087196048,6.9362955287903025,1.0,0.9933333333333333,47.7977754569492,67.41622650775761,23.276384626836034,789.7225668959464,,aist__gLH_sFM_cAll_d18_mLH4_ch19__cs150,AIST++,ok,,66,2,CS150,success,,485.40122413635254
379.9139728248394,360.9777703731879,135.03746117502163,8.680694592800062,1.0,0.9933333333333333,65.54699335662592,55.17998205585767,42.75763928101064,559.8680943796189,,aist__gLO_sBM_cAll_d15_mLO2_ch01__cs150,AIST++,ok,,67,2,CS150,success,,465.38783955574036
367.2209613812395,102.9048815666223,87.84027536535133,5.636580497957476,1.0,0.98,45.75375445499363,38.72359670056826,38.37129173685035,140.8375092790362,,aist__gLO_sBM_cAll_d15_mLO2_ch02__cs150,AIST++,ok,,68,2,CS150,success,,485.40531730651855
421.507336361677,444.82678345827685,135.49091824957088,9.214496362448326,1.0,0.9933333333333333,59.63780890404784,44.52014841093379,62.28641197334184,701.2750757208271,,aist__gLO_sBM_cAll_d15_mLO2_ch03__cs150,AIST++,ok,,69,2,CS150,success,,475.3955957889557
241.39712788441014,249.1900400660251,89.33161477440348,7.441111484139932,1.0,0.98,42.758312048571185,52.358309234361165,43.406408708964335,407.1415979673503,,aist__gLO_sBM_cAll_d15_mLO2_ch04__cs150,AIST++,ok,,70,2,CS150,success,,440.3655400276184
479.06529406909743,435.0718861201681,8.770123951830021,1.7196642274561775,1.0,0.98,14.759909451910547,44.788728564067185,11.390940366117421,447.20402545478385,,aist__gLO_sBM_cAll_d15_mLO2_ch05__cs150,AIST++,ok,,71,2,CS150,success,,430.3580675125122
645.7377597477182,622.6373709769874,5.491040346465074,1.5099680783993146,1.0,0.98,13.17993419000866,64.07007568260155,10.931654382816507,560.067994274684,,aist__gLO_sBM_cAll_d15_mLO2_ch08__cs150,AIST++,ok,,72,2,CS150,success,,440.3695390224457
977.8023651518382,960.6456829210227,7.9101588561059755,2.658254225828834,1.0,0.98,10.966082049208843,63.199691996578174,10.831078320141676,314.4029626518524,,aist__gLO_sBM_cAll_d15_mLO2_ch10__cs150,AIST++,ok,,73,2,CS150,success,,435.3557119369507
637.9860737919053,623.6567670557588,7.546194849253345,1.6084175387750743,1.0,0.98,10.288231716794979,45.70903692987312,29.70154859911901,383.98864363181247,,aist__gLO_sBM_cAll_d15_mLO3_ch02__cs150,AIST++,ok,,74,2,CS150,success,,440.3611879348755
401.9524776467321,135.53615632068812,47.45331307699495,12.167807696897297,1.0,0.9933333333333333,20.76609221811401,58.23806964621474,17.592689743648194,4.032953850458561,,aist__gLO_sBM_cAll_d15_mLO4_ch01__cs150,AIST++,ok,,75,2,CS150,success,,465.3813397884369
359.1421306691338,234.11952103236754,134.9932438175627,8.901612762104376,1.0,0.98,65.40148973941166,52.236398014018555,100.77691203957187,243.93988307749544,,aist__gLO_sBM_cAll_d15_mLO5_ch01__cs150,AIST++,ok,,76,2,CS150,success,,450.3627715110779
405.2686314018255,328.03951517384206,135.90044596998925,8.631351965869847,1.0,0.98,72.3627313887358,44.278712720851246,42.37636366092969,213.31059412492513,,aist__gLO_sBM_cAll_d15_mLO5_ch02__cs150,AIST++,ok,,77,2,CS150,success,,450.3832151889801
1496.6163691863183,1500.8870514787259,11.883561419057116,2.6112796089013,1.0,0.98,16.518716611444297,60.38289346975802,21.09884370605157,1086.4749675860394,,aist__gMH_sBM_cAll_d24_mMH2_ch01__cs150,AIST++,ok,,78,2,CS150,success,,425.34700322151184
1629.3876148904003,1625.5344144600958,10.30537982598398,3.134426051603199,1.0,0.98,13.085443074386333,56.57650948000812,34.08845598364287,1401.3768451882195,,aist__gMH_sBM_cAll_d24_mMH2_ch02__cs150,AIST++,ok,,79,2,CS150,success,,430.35379934310913
1101.0961687073484,1104.2003867090332,4.04536372125028,1.8574004927572871,1.0,0.98,12.983973975635825,52.09555214269768,14.765735269074236,560.1054353260495,,aist__gMH_sBM_cAll_d24_mMH3_ch01__cs150,AIST++,ok,,80,2,CS150,success,,420.3423693180084
970.9306475426102,958.575121281329,4.856818718090366,1.8685992408981527,1.0,0.98,9.822317805608472,52.37890832587203,10.043959851102981,444.38199318348825,,aist__gMH_sBM_cAll_d24_mMH3_ch02__cs150,AIST++,ok,,81,2,CS150,success,,435.371217250824
1451.6445914291685,1456.1961214852947,10.684153731538453,2.8166080268639044,1.0,0.98,17.16676574163828,50.93926118351488,33.231549990001575,1229.1232999964852,,aist__gMH_sBM_cAll_d24_mMH3_ch04__cs150,AIST++,ok,,82,2,CS150,success,,420.3361990451813
1581.1352878188382,1573.7135596351764,11.69264484214372,2.7973582886293595,1.0,0.98,15.683116761331831,57.162204849280045,19.39375075485259,1253.7996694277324,,aist__gMH_sBM_cAll_d24_mMH3_ch05__cs150,AIST++,ok,,83,2,CS150,success,,425.349725484848
367.6395726564304,268.5406495107127,135.31414650164425,8.622986608888228,1.0,0.98,73.68728649019192,61.6598013603726,66.59318528480497,209.40405858091984,,aist__gMH_sBM_cAll_d24_mMH3_ch06__cs150,AIST++,ok,,84,2,CS150,success,,450.36088490486145
1074.2501894857792,1062.190528270237,8.547226554005162,2.047842279704084,1.0,0.98,13.120999344023542,52.53788655992907,5.4347135961251825,1443.437971671866,,aist__gMH_sBM_cAll_d24_mMH3_ch07__cs150,AIST++,ok,,85,2,CS150,success,,435.36139273643494
1584.7158302836997,1591.6319105444927,12.807092660022688,2.8102055623573716,1.0,0.98,17.253566033515586,52.15464631695441,22.15915180856688,1507.2853451652377,,aist__gMH_sBM_cAll_d24_mMH3_ch10__cs150,AIST++,ok,,86,2,CS150,success,,420.3399200439453
1445.9758262402831,1447.7128558734073,13.250396282426648,2.4761809715699834,1.0,0.98,21.968013123301557,64.14160839725518,22.702196354968315,1353.5753873011163,,aist__gMH_sBM_cAll_d24_mMH4_ch01__cs150,AIST++,ok,,87,2,CS150,success,,440.36375284194946
1135.3774164462327,1130.1941333502575,14.369941279575006,2.0463635892880414,1.0,0.98,12.256177461293763,56.44333702277366,20.877074919054003,1240.0427942435886,,aist__gMH_sBM_cAll_d24_mMH4_ch02__cs150,AIST++,ok,,88,2,CS150,success,,445.3572163581848
338.6940530294215,209.32061241270216,135.03224446296363,9.28058209106097,1.0,0.98,79.67420279404776,78.69971532593236,72.08031800753538,354.5344666282022,,aist__gMH_sBM_cAll_d24_mMH5_ch01__cs150,AIST++,ok,,89,2,CS150,success,,465.38803720474243
403.3257503782368,359.9823204449228,135.5982259473226,9.415634641107676,1.0,0.98,69.946554651344,71.83103245921379,69.1915080687027,595.4686439902979,,aist__gMH_sBM_cAll_d24_mMH5_ch02__cs150,AIST++,ok,,90,2,CS150,success,,475.3977560997009
372.13051432968297,350.62756097988296,4.689863810656471,0.5077591705844895,1.0,0.98,12.18306300256604,52.62241845494426,14.896616751751143,504.60186087122537,,aist__gMH_sFM_cAll_d24_mMH3_ch18__cs150,AIST++,ok,,91,2,CS150,success,,450.3776798248291
361.9225180747376,309.6820781910907,135.55273539958603,9.145953460996523,1.0,0.98,62.94895924065029,51.712372363475225,38.98397463244846,721.6136032500576,,aist__gPO_sBM_cAll_d12_mPO2_ch01__cs150,AIST++,ok,,92,2,CS150,success,,455.37920355796814
1565.4752697748183,1560.471553229429,9.691103544846504,2.7896982077520494,1.0,0.9933333333333333,14.26384001481992,49.64458272061268,24.630091152171982,699.0350254707893,,aist__gPO_sBM_cAll_d12_mPO3_ch02__cs150,AIST++,ok,,93,2,CS150,success,,475.40262365341187
296.0221559950314,215.34183416707907,135.07455123046955,9.577639844592087,1.0,0.98,82.54564288424444,48.564592526708225,71.14394271747125,341.0979454322947,,aist__gPO_sBM_cAll_d12_mPO4_ch01__cs150,AIST++,ok,,94,2,CS150,success,,470.3874101638794
1566.5032603475534,1562.4458632269395,9.759932752092965,2.5024150400691663,1.0,0.98,12.633685556024266,49.33989636219637,16.61479143474432,866.8870864791932,,aist__gPO_sBM_cAll_d12_mPO5_ch01__cs150,AIST++,ok,,95,2,CS150,success,,475.39270758628845
1047.7571761146196,1026.0381941222342,11.031730623518698,2.7664697126079676,1.0,0.98,21.829701229226675,49.47453749640445,25.895433632881282,612.7833218888624,,aist__gPO_sBM_cAll_d12_mPO5_ch02__cs150,AIST++,ok,,96,2,CS150,success,,470.37395215034485
683.9477813862446,667.279025962964,12.120302256837602,0.8780455262638679,1.0,0.9733333333333334,17.80056909641738,81.50662636756401,,,,aist__gWA_sBM_cAll_d27_mWA2_ch02__cs150,AIST++,ok,,97,2,CS150,success,,380.3083963394165
950.9196952379375,896.0256907305311,7.783738108396572,3.3897984117590196,1.0,0.98,17.838732992454524,68.37946396324058,6.753951933675873,430.4731554490648,,aist__gWA_sBM_cAll_d27_mWA3_ch02__cs150,AIST++,ok,,98,2,CS150,success,,405.33604288101196
854.4988697753411,835.8212078647662,7.707622555246873,2.4714366952921005,1.0,0.98,20.12901000341909,80.99098762747644,4.394635592897167,226.52124175418265,,aist__gWA_sBM_cAll_d27_mWA4_ch01__cs150,AIST++,ok,,99,2,CS150,success,,385.32200622558594
306.0010828535205,253.8936381939368,136.20231364624473,9.122909570414013,1.0,0.9933333333333333,79.2103594978942,78.47863598589757,65.19888920486613,246.349589373288,,aist__gWA_sFM_cAll_d27_mWA0_ch15__cs150,AIST++,ok,,100,2,CS150,success,,395.3270146846771
