split,case_id,evaluation_boundary,proposal_boundary,signed_error_frames,absolute_error_frames,status,exact,boundary_label_positive,positive_frame_count,off_boundary_positive_count,tp,fp,fn,frame_count,evaluated_pair_count,brier,detector_seconds
development,egobody_recording_20210910_S06_S05_02_small_kinect_13_kinect_12_b02726,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6151779167031934e-05,18.824364201165736
development,egobody_recording_20210910_S06_S05_03_extreme_kinect_13_kinect_11_b02716,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.278421935134333e-05,17.710517961531878
development,egobody_recording_20210910_S06_S05_03_medium_kinect_12_kinect_11_b02716,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1693930292825407e-05,17.193486186675727
development,egobody_recording_20210910_S06_S05_03_small_kinect_12_kinect_13_b02716,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2479399703831488e-05,18.00239443127066
development,egobody_recording_20210911_S06_S07_01_extreme_kinect_13_kinect_11_b03451,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.5485330512566765e-05,18.11427429318428
development,egobody_recording_20210911_S06_S07_01_medium_kinect_12_kinect_11_b03451,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2724736375688055e-05,18.2132804999128
development,egobody_recording_20210911_S06_S07_01_small_kinect_13_kinect_12_b03451,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6107659895152776e-05,16.043579743243754
development,egobody_recording_20210911_S06_S07_02_extreme_kinect_11_kinect_13_b02246,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4822978669464893e-05,16.488812059164047
development,egobody_recording_20210911_S06_S07_02_medium_kinect_12_kinect_11_b02246,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.147824918281283e-05,18.564772507175803
development,egobody_recording_20210911_S06_S07_02_small_kinect_13_kinect_12_b02246,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.801660378117185e-05,17.44296887796372
development,egobody_recording_20210911_S07_S06_01_extreme_kinect_11_kinect_13_b02166,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3309293500867226e-05,16.96854855492711
development,egobody_recording_20210911_S07_S06_01_medium_kinect_11_kinect_12_b02166,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2394081199078626e-05,17.20309653133154
development,egobody_recording_20210911_S07_S06_01_small_kinect_13_kinect_12_b02166,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4408437313107483e-05,16.984261431731284
development,egobody_recording_20210911_S07_S06_02_extreme_kinect_11_kinect_13_b01351,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.1707576428888074e-05,18.25495696812868
development,egobody_recording_20210911_S07_S06_02_medium_kinect_11_kinect_12_b01351,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.263806932676276e-05,16.947547087445855
development,egobody_recording_20210911_S07_S06_02_small_kinect_12_kinect_13_b01351,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.2061306717313016e-05,17.037297156639397
development,egobody_recording_20210911_S07_S06_03_extreme_kinect_11_kinect_13_b02231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.3604542077066156e-05,17.285380812361836
development,egobody_recording_20210911_S07_S06_03_medium_kinect_11_kinect_12_b02231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.853343026824459e-05,17.35422284435481
development,egobody_recording_20210911_S07_S06_03_small_kinect_13_kinect_12_b02231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.3425514234542343e-05,18.34782553743571
development,egobody_recording_20210911_S08_S03_01_extreme_kinect_11_kinect_13_b02986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.4402787390499365e-05,16.758712959475815
development,egobody_recording_20210911_S08_S03_01_medium_kinect_12_kinect_11_b02986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.148329456851868e-05,16.86856236960739
development,egobody_recording_20210911_S08_S03_01_small_kinect_12_kinect_13_b02986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6250661362451892e-05,17.156163305975497
development,egobody_recording_20210911_S08_S03_02_extreme_kinect_13_kinect_11_b02326,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.8907603238471286e-05,18.00013282429427
development,egobody_recording_20210911_S08_S03_02_medium_kinect_12_kinect_11_b02326,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.373579030758031e-05,20.73095392715186
development,egobody_recording_20210911_S08_S03_02_small_kinect_13_kinect_12_b02326,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7227189974516833e-05,17.606203081086278
development,egobody_recording_20210911_S08_S03_03_extreme_kinect_11_kinect_13_b03066,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.054340710732887e-05,17.95333542022854
development,egobody_recording_20210911_S08_S03_03_medium_kinect_12_kinect_11_b03066,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.974650326669817e-05,17.87743119057268
development,egobody_recording_20210911_S08_S03_03_small_kinect_12_kinect_13_b03066,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.8468606025533558e-05,17.70861573982984
development,egobody_recording_20210918_S05_S06_01_extreme_kinect_13_kinect_11_b02931,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.5401553033659215e-05,17.250527740456164
development,egobody_recording_20210918_S05_S06_01_medium_kinect_12_kinect_13_b02931,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2982510710430934e-05,16.42697714176029
development,egobody_recording_20210918_S05_S06_01_small_kinect_12_kinect_11_b02931,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1009275097073534e-05,15.965057007968426
development,egobody_recording_20210918_S05_S06_02_extreme_kinect_11_kinect_13_b02371,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.753906254473993e-05,16.12257649935782
development,egobody_recording_20210918_S05_S06_02_medium_kinect_13_kinect_12_b02371,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.353767837543312e-05,15.922008258290589
development,egobody_recording_20210918_S05_S06_02_small_kinect_11_kinect_12_b02371,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1324279194199865e-05,19.646758323535323
development,egobody_recording_20210918_S05_S06_03_extreme_kinect_13_kinect_11_b01956,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7811916719668368e-05,16.27197856735438
development,egobody_recording_20210918_S05_S06_03_medium_kinect_12_kinect_13_b01956,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.155724026846456e-05,15.267136695794761
development,egobody_recording_20210918_S05_S06_03_small_kinect_12_kinect_11_b01956,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2232242268356885e-05,17.20696178264916
development,egobody_recording_20210918_S05_S06_04_extreme_kinect_13_kinect_11_b03651,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.827663868560751e-05,16.297939013689756
development,egobody_recording_20210918_S05_S06_04_medium_kinect_13_kinect_12_b03651,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6703569545065686e-05,18.49514164123684
development,egobody_recording_20210918_S05_S06_04_small_kinect_11_kinect_12_b03651,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1811083794504974e-05,17.261755500920117
development,egobody_recording_20210918_S05_S06_05_extreme_kinect_13_kinect_11_b02446,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.26715680181006e-05,17.80569957382977
development,egobody_recording_20210918_S05_S06_05_medium_kinect_13_kinect_12_b02446,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7734625504908858e-05,17.730174428783357
development,egobody_recording_20210918_S05_S06_05_small_kinect_12_kinect_11_b02446,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2348954210989222e-05,17.745512494817376
development,egobody_recording_20210918_S05_S09_01_extreme_kinect_13_kinect_11_b02171,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.8290766029193804e-05,17.620612691156566
development,egobody_recording_20210918_S05_S09_01_medium_kinect_13_kinect_12_b02171,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3718034479789472e-05,15.896739012561738
development,egobody_recording_20210918_S05_S09_01_small_kinect_11_kinect_12_b02171,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.105449850831909e-05,17.925672103650868
development,egobody_recording_20210918_S06_S05_01_extreme_kinect_13_kinect_11_b02456,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.994924745163225e-05,16.045313054695725
development,egobody_recording_20210918_S06_S05_01_medium_kinect_13_kinect_12_b02456,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4896353401777088e-05,16.21024922002107
development,egobody_recording_20210918_S06_S05_01_small_kinect_11_kinect_12_b02456,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1470610375714225e-05,24.455740165896714
development,egobody_recording_20210918_S06_S05_02_extreme_kinect_11_kinect_13_b03571,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.881698371322917e-05,17.471662192605436
development,egobody_recording_20210918_S06_S05_02_medium_kinect_12_kinect_13_b03571,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3847141704637828e-05,17.196881513111293
development,egobody_recording_20210918_S06_S05_02_small_kinect_12_kinect_11_b03571,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.120523210373446e-05,18.213064049370587
development,egobody_recording_20210918_S06_S05_03_extreme_kinect_13_kinect_11_b01166,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4080173884527033e-05,17.21740808337927
development,egobody_recording_20210918_S06_S05_03_medium_kinect_12_kinect_13_b01166,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2701734549030157e-05,17.105670928023756
development,egobody_recording_20210918_S06_S05_03_small_kinect_12_kinect_11_b01166,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.0946738185894006e-05,18.322395283728838
development,egobody_recording_20210918_S09_S05_01_extreme_kinect_13_kinect_11_b02021,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9201035450504085e-05,19.417684514075518
development,egobody_recording_20210918_S09_S05_01_medium_kinect_12_kinect_13_b02021,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.342726356569567e-05,17.855264080688357
development,egobody_recording_20210918_S09_S05_01_small_kinect_12_kinect_11_b02021,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1480310098948114e-05,17.517917584627867
development,egobody_recording_20210918_S09_S05_02_extreme_kinect_13_kinect_11_b03726,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4255932183591484e-05,18.35553670208901
development,egobody_recording_20210918_S09_S05_02_medium_kinect_13_kinect_12_b03726,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3640724206812524e-05,18.062793309800327
development,egobody_recording_20210918_S09_S05_02_small_kinect_11_kinect_12_b03726,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.131779157587789e-05,25.054838051088154
development,egobody_recording_20210918_S09_S05_03_extreme_kinect_13_kinect_11_b02121,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.5570280206308583e-05,17.31808820553124
development,egobody_recording_20210918_S09_S05_03_medium_kinect_13_kinect_12_b02121,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.475358351234253e-05,17.33555230498314
development,egobody_recording_20210918_S09_S05_03_small_kinect_11_kinect_12_b02121,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1250123396653777e-05,17.399105741642416
development,egobody_recording_20210921_S10_S11_01_extreme_kinect_13_kinect_11_b02266,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.143454848263464e-05,14.936402234248817
development,egobody_recording_20210921_S10_S11_01_medium_kinect_12_kinect_11_b02266,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.07739073857133e-05,14.693020194768906
development,egobody_recording_20210921_S10_S11_01_small_kinect_13_kinect_12_b02266,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1784263715971115e-05,15.808459500782192
development,egobody_recording_20210921_S10_S11_02_extreme_kinect_13_kinect_11_b02411,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3730218800670515e-05,16.476592247374356
development,egobody_recording_20210921_S10_S11_02_medium_kinect_12_kinect_11_b02411,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3285168034859564e-05,16.336013599298894
development,egobody_recording_20210921_S10_S11_02_small_kinect_13_kinect_12_b02411,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.505380010407315e-05,16.05304552987218
development,egobody_recording_20210923_S05_S13_01_extreme_kinect_13_kinect_11_b02761,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0004548714751169224,17.764113669283688
development,egobody_recording_20210923_S05_S13_01_medium_kinect_12_kinect_11_b02761,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00016444153088165809,17.98503892030567
development,egobody_recording_20210923_S05_S13_01_small_kinect_12_kinect_13_b02761,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00010050795151313177,16.096961583010852
development,egobody_recording_20210923_S05_S13_02_extreme_kinect_13_kinect_11_b04071,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00046804596473789384,15.104179779998958
development,egobody_recording_20210923_S05_S13_02_medium_kinect_12_kinect_11_b04071,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005933231418077008,15.853542687371373
development,egobody_recording_20210923_S05_S13_02_small_kinect_13_kinect_12_b04071,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00033622196218489176,18.35366151574999
development,egobody_recording_20210923_S13_S05_01_extreme_kinect_11_kinect_13_b02401,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0003391154491845393,24.51588329579681
development,egobody_recording_20210923_S13_S05_01_medium_kinect_11_kinect_12_b02401,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0001539595672713035,17.37492122966796
development,egobody_recording_20210923_S13_S05_01_small_kinect_13_kinect_12_b02401,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00014245216809690009,17.838700434193015
development,egobody_recording_20210923_S14_S03_01_extreme_kinect_13_kinect_11_b02046,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00043476056764586187,20.535831884481013
development,egobody_recording_20210923_S14_S03_01_medium_kinect_12_kinect_11_b02046,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.000264085660861282,18.058399344794452
development,egobody_recording_20210923_S14_S03_01_small_kinect_12_kinect_13_b02046,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0003979046562529087,18.949147164821625
development,egobody_recording_20210923_S14_S03_02_extreme_kinect_11_kinect_13_b01601,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005709283432625167,17.452296030707657
development,egobody_recording_20210923_S14_S03_02_medium_kinect_12_kinect_11_b01601,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005901329527990245,17.024279596284032
development,egobody_recording_20210923_S14_S03_02_small_kinect_13_kinect_12_b01601,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0002826714366904061,21.335975993424654
development,egobody_recording_20210923_S14_S03_03_extreme_kinect_13_kinect_11_b02456,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005869015366231506,22.583625624887645
development,egobody_recording_20210923_S14_S03_03_medium_kinect_12_kinect_11_b02456,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00042873769611829414,15.776899396441877
development,egobody_recording_20210923_S14_S03_03_small_kinect_13_kinect_12_b02456,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0002858621468128286,17.684961516410112
development,egobody_recording_20210929_S15_S11_01_extreme_kinect_11_kinect_13_b02726,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.517966533271475e-05,15.873770739883184
development,egobody_recording_20210929_S15_S11_01_medium_kinect_12_kinect_11_b02726,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2014888498101423e-05,15.525910448282957
development,egobody_recording_20210929_S15_S11_01_small_kinect_13_kinect_12_b02726,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1106883664660787e-05,16.43645211495459
development,egobody_recording_20210929_S15_S11_02_extreme_kinect_11_kinect_13_b04466,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4339839309679667e-05,15.107040047645569
development,egobody_recording_20210929_S15_S11_02_medium_kinect_11_kinect_12_b04466,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1686031331719092e-05,17.038193196989596
development,egobody_recording_20210929_S15_S11_02_small_kinect_12_kinect_13_b04466,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1080648409600004e-05,15.981578069739044
development,egobody_recording_20210929_S15_S11_03_extreme_kinect_13_kinect_11_b01946,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3820710707327657e-05,16.89440601784736
development,egobody_recording_20210929_S15_S11_03_medium_kinect_12_kinect_11_b01946,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1518637810715524e-05,16.472916995175183
development,egobody_recording_20210929_S15_S11_03_small_kinect_12_kinect_13_b01946,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1668352055588448e-05,18.109680488705635
development,egobody_recording_20210929_S16_S05_01_extreme_kinect_13_kinect_11_b03136,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2431797301188883e-05,15.760282851755619
development,egobody_recording_20210929_S16_S05_01_medium_kinect_11_kinect_12_b03136,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.117403427429077e-05,16.694354590028524
development,egobody_recording_20210929_S16_S05_01_small_kinect_13_kinect_12_b03136,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1342235526806984e-05,16.726404606364667
development,egobody_recording_20211002_S15_S17_01_extreme_kinect_11_kinect_13_b03246,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005343191393658263,18.523447297513485
development,egobody_recording_20211002_S15_S17_01_medium_kinect_12_kinect_13_b03246,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00030735089478043374,18.471542490646243
development,egobody_recording_20211002_S15_S17_01_small_kinect_11_kinect_12_b03246,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.378801844600706e-05,18.00266421865672
development,egobody_recording_20211002_S15_S17_02_extreme_kinect_13_kinect_11_b02431,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0008294833811234922,18.81619205418974
development,egobody_recording_20211002_S15_S17_02_medium_kinect_12_kinect_13_b02431,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005539377875637839,19.3017452750355
development,egobody_recording_20211002_S15_S17_02_small_kinect_12_kinect_11_b02431,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.856009579468447e-05,17.792961259372532
development,egobody_recording_20211002_S18_S03_01_extreme_kinect_13_kinect_11_b01651,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0003371478723233737,17.812852442264557
development,egobody_recording_20211002_S18_S03_01_medium_kinect_12_kinect_13_b01651,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0002718794193739087,19.416617651470006
development,egobody_recording_20211002_S18_S03_01_small_kinect_12_kinect_11_b01651,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.400142260999539e-05,15.359464376233518
development,egobody_recording_20211002_S18_S03_02_extreme_kinect_13_kinect_11_b02781,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00039374155046385475,16.854123765602708
development,egobody_recording_20211002_S18_S03_02_medium_kinect_12_kinect_13_b02781,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00016966298702491493,18.6345780165866
development,egobody_recording_20211002_S18_S03_02_small_kinect_12_kinect_11_b02781,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.9136285975836854e-05,16.510449356399477
development,egobody_recording_20211004_S19_S06_01_extreme_kinect_11_kinect_13_b03136,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00012080125032691047,17.377480844035745
development,egobody_recording_20211004_S19_S06_01_medium_kinect_13_kinect_12_b03136,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.591565902328751e-05,16.534086466766894
development,egobody_recording_20211004_S19_S06_01_small_kinect_11_kinect_12_b03136,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.999156794332061e-05,19.52699873317033
development,egobody_recording_20211004_S19_S06_02_extreme_kinect_13_kinect_11_b02621,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.641825699982339e-05,17.727487033233047
development,egobody_recording_20211004_S19_S06_02_medium_kinect_12_kinect_13_b02621,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.465447085903522e-05,17.765052441507578
development,egobody_recording_20211004_S19_S06_02_small_kinect_12_kinect_11_b02621,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.451324332636023e-05,16.380442339926958
development,egobody_recording_20211004_S19_S06_03_extreme_kinect_11_kinect_13_b03986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00011371358341913475,18.036162386648357
development,egobody_recording_20211004_S19_S06_03_medium_kinect_13_kinect_12_b03986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.401153764397718e-05,17.4625827614218
development,egobody_recording_20211004_S19_S06_03_small_kinect_11_kinect_12_b03986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.874163024806932e-05,17.88996245339513
development,egobody_recording_20211004_S19_S06_04_extreme_kinect_11_kinect_13_b02011,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0001344876821152755,18.252828488126397
development,egobody_recording_20211004_S19_S06_04_medium_kinect_12_kinect_13_b02011,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.478199996404897e-05,17.70522099547088
development,egobody_recording_20211004_S19_S06_04_small_kinect_12_kinect_11_b02011,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.6337524039073773e-05,22.04212944302708
development,egobody_recording_20211004_S19_S06_05_extreme_kinect_13_kinect_11_b03406,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0001186858813810157,16.542014027014375
development,egobody_recording_20211004_S19_S06_05_medium_kinect_12_kinect_13_b03406,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.1679463345272075e-05,18.84108612779528
development,egobody_recording_20211004_S19_S06_05_small_kinect_11_kinect_12_b03406,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.731179131242374e-05,18.421168471686542
development,egobody_recording_20220215_S22_S21_01_extreme_kinect_15_kinect_14_b02706,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00010828402699491606,18.94561818614602
development,egobody_recording_20220215_S22_S21_01_medium_kinect_14_kinect_12_b02706,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7344896370174074e-05,19.21404926199466
development,egobody_recording_20220215_S22_S21_01_small_kinect_11_kinect_12_b02706,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.959418244431351e-05,19.391724861226976
development,egobody_recording_20220215_S22_S21_02_extreme_kinect_15_kinect_14_b02681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00012200231372963744,20.866457919590175
development,egobody_recording_20220215_S22_S21_02_medium_kinect_14_kinect_12_b02681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.76417979922678e-05,20.138631572946906
development,egobody_recording_20220215_S22_S21_02_small_kinect_12_kinect_11_b02681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6475986804501892e-05,19.476590319536626
development,egobody_recording_20220215_S22_S21_03_extreme_kinect_15_kinect_14_b01686,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,9.814757380811996e-05,20.02728238608688
development,egobody_recording_20220215_S22_S21_03_medium_kinect_14_kinect_12_b01686,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.748021494086108e-05,20.616939295083284
development,egobody_recording_20220215_S22_S21_03_small_kinect_11_kinect_12_b01686,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.804359171535161e-05,20.383965093642473
development,egobody_recording_20220215_S22_S21_04_extreme_kinect_14_kinect_15_b03046,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00017524303223721244,20.675535213202238
development,egobody_recording_20220215_S22_S21_04_medium_kinect_14_kinect_12_b03046,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6776344495200096e-05,19.564568551257253
development,egobody_recording_20220215_S22_S21_04_small_kinect_11_kinect_12_b03046,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.752610265106012e-05,20.19726498425007
